geo_id,county,state,has_occupied_units,pct_renter,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_overcrowded_renter,renter_population,pct_housing_pre_1980,pct_poverty_under_100,pct_low_income_households,median_household_income,pct_elderly_65_plus,pct_children_under_18,pct_white,pct_black,pct_asian,pct_hispanic,pct_living_alone,pct_limited_english
36081041400,Queens County,New York,True,48.2,47.78,28.5,0.15,1791,85.29,17.76,21.94,92939,12.34,25.89,1.38,66.06,10.06,6.36,10.79,10.28
36081041500,Queens County,New York,True,67.68,46.78,37.36,34.94,2813,79.7,23.45,25.4,63411,9.3,24.43,8.25,6.53,15.08,85.77,11.86,39.29
36081042400,Queens County,New York,True,17.48,8.61,4.64,43.05,544,88.96,1.74,0.93,95855,15.01,15.42,1.4,81.52,0.0,9.46,11.11,0.0
36081042600,Queens County,New York,False,,,,,0,,66.45,,,66.29,0.0,36.18,35.73,4.72,25.62,,6.74
36081042700,Queens County,New York,True,71.63,46.52,31.56,25.07,2832,70.05,17.99,37.05,70921,14.41,21.97,5.26,10.38,11.92,78.62,15.82,36.26
36081043200,Queens County,New York,True,21.76,72.15,36.71,0.0,211,80.0,10.63,12.4,92750,21.92,20.33,0.33,83.08,1.5,2.0,14.6,0.0
36081043400,Queens County,New York,True,12.7,59.15,0.0,0.0,235,98.03,14.48,15.74,95057,14.88,31.91,0.76,66.77,6.17,11.98,23.61,5.77
36081043701,Queens County,New York,True,76.45,55.38,42.05,24.49,2347,79.56,23.27,22.71,60188,17.73,21.31,24.86,13.61,5.02,75.06,19.81,29.26
36081043702,Queens County,New York,True,35.71,73.57,41.55,29.16,2964,91.58,18.29,23.09,66731,30.78,17.9,10.67,9.23,31.49,52.77,23.92,26.56
36081043900,Queens County,New York,True,84.11,60.92,29.31,32.87,3817,72.52,18.78,8.8,68922,6.7,32.02,9.4,7.59,5.04,88.72,12.48,36.08
36081044000,Queens County,New York,True,46.04,84.28,42.14,5.14,1782,71.17,5.78,10.28,67463,9.02,29.47,0.5,42.78,18.65,29.45,14.65,12.53
36081044301,Queens County,New York,True,94.41,56.39,32.78,25.38,4079,41.98,21.22,43.5,36467,21.29,29.45,7.37,13.66,17.45,72.23,30.79,39.62
