NAME,B18101_001E,B18101_004E,B18101_007E,B18101_010E,B18101_013E,B18101_016E,B18101_019E,B18101_023E,B18101_026E,B18101_029E,B18101_032E,B18101_035E,B18101_038E,state,county,tract
Census Tract 299; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,029900
Census Tract 306; Queens County; New York,5367,0,0,35,104,33,25,0,0,26,124,38,42,36,081,030600
Census Tract 309.03; Queens County; New York,4284,0,0,0,43,0,22,0,29,65,129,0,140,36,081,030903
Census Tract 309.04; Queens County; New York,2616,0,0,15,15,19,20,0,0,0,28,46,113,36,081,030904
Census Tract 309.05; Queens County; New York,3670,0,0,12,50,0,9,0,0,8,14,17,24,36,081,030905
Census Tract 309.06; Queens County; New York,3650,0,34,36,30,0,92,0,0,21,37,61,75,36,081,030906
Census Tract 317; Queens County; New York,5816,0,0,0,145,28,99,0,0,0,0,69,63,36,081,031700
Census Tract 320; Queens County; New York,5409,0,41,41,52,23,2,0,0,47,86,89,28,36,081,032000
Census Tract 327; Queens County; New York,3813,0,22,0,41,11,56,0,0,0,51,24,41,36,081,032700
Census Tract 328; Queens County; New York,3121,0,5,10,70,5,55,0,0,12,63,32,64,36,081,032800
Census Tract 329; Queens County; New York,3823,0,35,2,30,36,60,0,0,19,31,95,61,36,081,032900
Census Tract 330; Queens County; New York,6722,25,73,8,187,6,32,0,0,83,143,44,138,36,081,033000
Census Tract 331; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,033100
Census Tract 334.01; Queens County; New York,4000,0,0,0,81,48,10,0,0,13,206,70,139,36,081,033401
Census Tract 334.03; Queens County; New York,4329,0,24,0,0,18,36,0,35,0,207,51,350,36,081,033403
Census Tract 334.04; Queens County; New York,6374,0,0,0,0,136,113,0,0,0,377,79,85,36,081,033404
Census Tract 334.05; Queens County; New York,3301,0,0,14,8,39,82,0,0,0,108,73,154,36,081,033405
Census Tract 337; Queens County; New York,2784,0,55,20,99,0,11,0,0,0,90,0,59,36,081,033700
Census Tract 339; Queens County; New York,2925,0,0,0,88,18,43,0,0,0,12,35,88,36,081,033900
Census Tract 347; Queens County; New York,3636,0,0,9,68,31,20,0,0,0,50,0,90,36,081,034700
Census Tract 351; Queens County; New York,3649,0,70,0,56,56,56,0,0,0,49,79,46,36,081,035100
Census Tract 352; Queens County; New York,2770,0,39,29,122,19,31,0,28,17,94,32,51,36,081,035200
Census Tract 353; Queens County; New York,1942,0,0,0,12,14,7,0,0,11,35,41,12,36,081,035300
Census Tract 357; Queens County; New York,4078,0,0,47,106,63,9,0,0,0,20,141,37,36,081,035700
Census Tract 358; Queens County; New York,4175,0,6,16,13,0,6,0,11,0,132,0,38,36,081,035800
Census Tract 361; Queens County; New York,2307,0,0,0,16,3,14,0,0,0,72,49,72,36,081,036100
Census Tract 363; Queens County; New York,2173,0,0,17,36,12,0,0,0,10,64,0,24,36,081,036300
Census Tract 365; Queens County; New York,2934,0,14,0,85,0,33,0,14,0,36,9,18,36,081,036500
Census Tract 366; Queens County; New York,3089,0,7,0,7,28,74,0,0,40,46,49,185,36,081,036600
Census Tract 367; Queens County; New York,2484,0,0,25,79,21,25,0,9,28,49,50,23,36,081,036700
Census Tract 368; Queens County; New York,2842,0,0,9,53,7,15,0,0,14,34,9,60,36,081,036800
Census Tract 371; Queens County; New York,1506,0,0,3,26,31,40,0,0,0,12,13,13,36,081,037100
Census Tract 373; Queens County; New York,2484,0,6,4,62,7,19,0,6,10,79,20,18,36,081,037300
Census Tract 375.01; Queens County; New York,1609,0,0,0,43,0,27,0,0,0,0,0,41,36,081,037501
Census Tract 375.02; Queens County; New York,2683,0,6,10,31,41,41,0,15,3,17,33,24,36,081,037502
Census Tract 376; Queens County; New York,6982,0,15,36,58,8,30,0,0,13,203,40,146,36,081,037600
Census Tract 377; Queens County; New York,4061,0,35,10,68,22,52,0,38,0,74,8,39,36,081,037700
Census Tract 379; Queens County; New York,6112,0,79,17,25,60,20,0,0,0,83,40,0,36,081,037900
Census Tract 381; Queens County; New York,7308,0,28,67,157,54,42,0,0,47,78,0,44,36,081,038100
Census Tract 383.01; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,038301
Census Tract 383.02; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,038302
Census Tract 384; Queens County; New York,2700,0,28,9,29,19,98,0,0,46,80,78,141,36,081,038400
Census Tract 394; Queens County; New York,3201,0,25,3,22,68,27,0,0,55,28,86,131,36,081,039400
Census Tract 398; Queens County; New York,1545,0,23,0,7,0,8,0,0,0,3,15,8,36,081,039800
Census Tract 399.01; Queens County; New York,2305,0,27,0,31,14,0,0,0,0,28,0,38,36,081,039901
Census Tract 399.02; Queens County; New York,1960,0,0,0,28,18,31,0,0,0,17,112,0,36,081,039902
Census Tract 400; Queens County; New York,1495,0,0,2,61,12,14,0,0,0,0,12,58,36,081,040000
Census Tract 401.01; Queens County; New York,2696,0,0,39,42,50,76,0,0,0,78,0,108,36,081,040101
Census Tract 401.02; Queens County; New York,4638,0,0,35,0,30,14,0,0,0,44,27,26,36,081,040102
Census Tract 402; Queens County; New York,1712,0,0,17,50,27,0,0,0,5,48,27,68,36,081,040200
Census Tract 403.01; Queens County; New York,2853,0,0,0,8,0,55,0,0,33,0,57,0,36,081,040301
Census Tract 403.02; Queens County; New York,3941,55,0,0,144,7,0,0,76,137,5,7,45,36,081,040302
Census Tract 404; Queens County; New York,3998,0,0,64,60,18,47,0,0,21,163,77,101,36,081,040400
Census Tract 405.01; Queens County; New York,997,0,0,0,82,0,1,0,0,0,46,14,0,36,081,040501
Census Tract 405.02; Queens County; New York,1912,0,26,28,0,0,5,0,0,12,6,0,24,36,081,040502
Census Tract 407.01; Queens County; New York,3264,0,32,32,100,9,21,0,22,12,104,12,63,36,081,040701
Census Tract 407.02; Queens County; New York,3888,0,62,0,0,0,97,0,16,0,0,12,56,36,081,040702
Census Tract 409.01; Queens County; New York,2082,0,0,15,55,0,8,0,24,0,36,0,22,36,081,040901
Census Tract 409.02; Queens County; New York,3176,0,19,0,63,13,0,0,18,0,34,37,0,36,081,040902
Census Tract 411; Queens County; New York,4010,0,37,49,54,0,15,0,23,54,31,79,73,36,081,041100
Census Tract 413; Queens County; New York,4504,0,0,28,96,0,0,0,11,14,80,0,32,36,081,041300
Census Tract 414; Queens County; New York,4515,0,0,23,58,18,25,0,0,0,12,47,63,36,081,041400
Census Tract 415; Queens County; New York,3941,0,86,10,67,2,41,0,28,1,116,45,175,36,081,041500
Census Tract 424; Queens County; New York,2696,0,0,44,18,0,6,0,0,0,4,17,114,36,081,042400
Census Tract 426; Queens County; New York,172,0,0,0,44,8,0,0,0,0,0,8,0,36,081,042600
Census Tract 427; Queens County; New York,4226,0,66,65,60,51,92,0,0,92,89,83,74,36,081,042700
Census Tract 432; Queens County; New York,1285,0,0,14,7,8,20,0,0,1,36,21,5,36,081,043200
Census Tract 434; Queens County; New York,1861,0,0,14,0,0,37,0,0,0,0,38,28,36,081,043400
Census Tract 437.01; Queens County; New York,2960,0,77,41,110,0,56,0,51,33,165,41,10,36,081,043701
Census Tract 437.02; Queens County; New York,6925,0,0,0,89,135,117,0,47,0,77,202,194,36,081,043702
Census Tract 439; Queens County; New York,3450,19,7,15,9,43,39,0,0,30,122,0,82,36,081,043900
Census Tract 440; Queens County; New York,3732,0,0,0,0,0,48,0,26,0,0,0,113,36,081,044000
Census Tract 443.01; Queens County; New York,3540,40,0,97,26,61,94,0,0,16,137,140,376,36,081,044301
Census Tract 443.02; Queens County; New York,4803,0,38,0,51,58,30,0,115,26,99,21,143,36,081,044302
Census Tract 444; Queens County; New York,3925,14,0,24,69,21,62,0,0,0,115,54,110,36,081,044400
Census Tract 446.01; Queens County; New York,3772,0,0,0,16,9,29,0,0,14,202,70,79,36,081,044601
Census Tract 446.02; Queens County; New York,5354,0,34,19,519,15,14,0,12,37,252,52,24,36,081,044602
Census Tract 448; Queens County; New York,2726,0,0,14,44,60,27,0,0,15,35,8,108,36,081,044800
Census Tract 450; Queens County; New York,2137,0,5,0,5,0,18,0,0,0,6,5,55,36,081,045000
Census Tract 452; Queens County; New York,669,0,0,7,13,12,12,0,0,0,13,0,16,36,081,045200
Census Tract 454; Queens County; New York,4776,0,27,38,210,18,54,0,0,97,101,157,44,36,081,045400
Census Tract 455; Queens County; New York,12756,0,54,0,373,71,120,0,0,234,186,425,256,36,081,045500
Census Tract 456; Queens County; New York,1195,0,3,2,7,3,4,0,0,2,13,26,9,36,081,045600
Census Tract 457; Queens County; New York,3499,0,0,0,0,8,38,0,0,0,36,36,70,36,081,045700
Census Tract 458; Queens County; New York,2436,0,7,9,8,0,0,0,0,0,10,9,12,36,081,045800
Census Tract 459; Queens County; New York,3832,0,15,0,47,7,9,0,18,0,0,27,31,36,081,045900
Census Tract 460; Queens County; New York,5703,0,37,10,33,127,51,0,0,50,86,95,86,36,081,046000
Census Tract 461; Queens County; New York,2512,0,0,12,34,7,33,0,25,0,54,5,15,36,081,046100
Census Tract 462; Queens County; New York,5953,0,22,15,131,82,76,0,0,0,204,37,151,36,081,046200
Census Tract 463; Queens County; New York,4116,0,0,0,28,20,53,0,50,20,0,38,21,36,081,046300
Census Tract 464; Queens County; New York,2121,0,0,13,30,5,18,0,0,6,36,0,44,36,081,046400
Census Tract 465; Queens County; New York,4574,0,23,15,89,0,44,0,65,20,0,25,41,36,081,046500
Census Tract 466; Queens County; New York,4627,0,41,48,67,18,59,0,0,19,53,49,145,36,081,046600
Census Tract 467; Queens County; New York,7445,0,75,23,57,40,0,0,0,0,40,67,57,36,081,046700
Census Tract 468; Queens County; New York,3728,0,0,17,55,87,35,0,0,0,30,65,26,36,081,046800
Census Tract 469.01; Queens County; New York,4566,0,6,23,24,32,13,0,0,166,247,32,387,36,081,046901
Census Tract 469.02; Queens County; New York,3157,16,44,0,54,35,22,0,0,20,32,10,54,36,081,046902
Census Tract 470; Queens County; New York,3341,0,14,7,40,183,63,0,0,51,85,39,31,36,081,047000
Census Tract 471; Queens County; New York,4362,0,0,0,20,39,33,0,5,10,40,20,50,36,081,047100
Census Tract 472; Queens County; New York,3663,0,0,9,33,23,107,0,36,9,26,9,63,36,081,047200
Census Tract 473; Queens County; New York,4177,0,67,18,100,9,14,0,135,15,96,41,167,36,081,047300
Census Tract 475; Queens County; New York,4987,0,0,22,184,5,43,0,0,9,162,34,71,36,081,047500
Census Tract 476; Queens County; New York,1362,0,8,0,64,8,29,0,0,5,27,13,29,36,081,047600
Census Tract 478.01; Queens County; New York,4017,0,0,0,0,38,158,0,0,0,81,118,23,36,081,047801
Census Tract 478.02; Queens County; New York,1320,0,75,0,0,62,9,0,9,0,51,59,35,36,081,047802
Census Tract 479; Queens County; New York,6101,0,5,0,30,32,15,0,69,2,40,32,96,36,081,047900
Census Tract 480; Queens County; New York,2301,0,0,0,36,107,0,0,0,0,75,133,42,36,081,048000
Census Tract 481; Queens County; New York,6283,0,52,26,99,40,113,0,8,27,19,175,63,36,081,048100
Census Tract 482; Queens County; New York,1182,0,0,0,62,8,10,0,0,15,11,12,29,36,081,048200
Census Tract 483.01; Queens County; New York,2076,0,0,0,21,63,1,0,5,0,52,19,43,36,081,048301
Census Tract 483.02; Queens County; New York,1967,0,14,8,20,0,5,0,14,0,36,0,5,36,081,048302
Census Tract 484; Queens County; New York,4932,0,0,19,38,65,88,0,14,57,55,101,137,36,081,048400
Census Tract 485; Queens County; New York,4963,0,9,20,58,79,34,0,0,18,95,27,41,36,081,048500
Census Tract 489; Queens County; New York,1670,0,0,5,39,0,0,0,0,7,0,0,28,36,081,048900
Census Tract 492.01; Queens County; New York,3032,0,0,0,49,25,28,0,0,0,109,71,86,36,081,049201
Census Tract 492.02; Queens County; New York,2517,0,38,6,0,14,47,0,0,0,51,0,38,36,081,049202
Census Tract 493.01; Queens County; New York,2317,0,0,0,2,0,0,0,0,0,34,0,56,36,081,049301
Census Tract 493.02; Queens County; New York,2956,0,27,0,105,118,0,0,5,0,28,0,38,36,081,049302
Census Tract 495; Queens County; New York,1299,0,0,0,65,0,0,0,0,0,2,0,12,36,081,049500
Census Tract 496; Queens County; New York,2967,0,0,20,69,36,81,0,0,16,93,23,27,36,081,049600
Census Tract 497; Queens County; New York,2992,0,0,1,37,2,15,0,0,28,82,20,70,36,081,049700
Census Tract 499; Queens County; New York,5289,0,14,6,7,27,19,0,24,0,42,74,92,36,081,049900
Census Tract 500; Queens County; New York,4466,0,0,76,21,46,11,0,0,35,124,57,53,36,081,050000
Census Tract 502.01; Queens County; New York,1495,0,7,8,23,0,0,0,0,17,80,0,62,36,081,050201
Census Tract 502.02; Queens County; New York,1534,0,0,0,2,18,24,0,0,36,25,27,40,36,081,050202
Census Tract 504; Queens County; New York,1715,0,0,0,32,11,8,0,0,0,47,0,32,36,081,050400
Census Tract 505; Queens County; New York,1891,0,0,94,65,81,0,0,0,39,50,27,26,36,081,050500
Census Tract 506; Queens County; New York,1615,0,0,19,0,8,6,0,0,7,56,0,42,36,081,050600
Census Tract 507; Queens County; New York,3267,0,0,12,156,20,36,0,0,7,62,23,105,36,081,050700
Census Tract 508; Queens County; New York,1985,0,0,24,94,0,32,0,9,0,72,42,64,36,081,050800
Census Tract 510; Queens County; New York,1568,0,0,0,43,0,22,0,0,0,30,27,18,36,081,051000
Census Tract 511; Queens County; New York,2542,0,0,35,37,9,8,0,0,11,75,10,76,36,081,051100
Census Tract 512; Queens County; New York,2657,0,0,0,65,1,42,0,0,0,13,7,43,36,081,051200
Census Tract 513; Queens County; New York,2831,0,33,0,49,45,28,0,0,13,46,4,47,36,081,051300
Census Tract 515; Queens County; New York,3141,0,0,20,22,21,24,0,0,0,58,21,34,36,081,051500
Census Tract 516; Queens County; New York,2275,0,29,7,33,28,10,0,0,0,28,0,72,36,081,051600
Census Tract 517; Queens County; New York,1911,0,0,0,46,19,38,0,0,0,55,22,56,36,081,051700
Census Tract 518; Queens County; New York,2233,0,32,0,16,34,5,0,22,2,22,26,15,36,081,051800
Census Tract 520; Queens County; New York,1534,0,35,6,22,5,19,0,0,0,25,55,15,36,081,052000
Census Tract 521; Queens County; New York,1798,0,0,6,70,8,10,0,0,0,27,0,70,36,081,052100
Census Tract 522; Queens County; New York,2286,0,20,0,36,1,36,0,18,22,38,39,37,36,081,052200
Census Tract 524; Queens County; New York,2217,0,20,0,10,8,0,0,0,0,49,22,50,36,081,052400
Census Tract 525; Queens County; New York,2301,0,0,0,41,11,44,0,8,0,30,48,18,36,081,052500
Census Tract 526; Queens County; New York,2312,0,1,11,49,6,0,0,0,0,59,0,39,36,081,052600
Census Tract 528; Queens County; New York,1720,0,0,0,12,29,11,0,0,0,44,44,6,36,081,052800
Census Tract 530; Queens County; New York,2535,0,28,0,6,41,40,0,0,30,79,12,85,36,081,053000
Census Tract 531; Queens County; New York,3393,0,66,12,103,0,0,0,0,0,75,12,68,36,081,053100
Census Tract 532; Queens County; New York,2185,0,5,0,49,28,11,0,0,2,12,15,52,36,081,053200
Census Tract 534.01; Queens County; New York,1813,0,0,8,43,24,49,0,0,0,20,22,22,36,081,053401
Census Tract 535.01; Queens County; New York,1249,0,0,0,0,0,0,0,0,0,14,8,0,36,081,053501
Census Tract 535.02; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,053502
Census Tract 536.01; Queens County; New York,1816,0,0,26,31,45,4,0,0,6,43,69,301,36,081,053601
Census Tract 538; Queens County; New York,1800,0,0,0,15,0,39,0,0,20,53,6,56,36,081,053800
Census Tract 539.01; Queens County; New York,4193,0,0,0,46,63,62,0,0,236,71,0,88,36,081,053901
Census Tract 539.02; Queens County; New York,106,0,0,0,0,0,0,0,0,0,0,0,0,36,081,053902
Census Tract 540; Queens County; New York,4107,40,0,27,82,0,17,0,0,16,155,91,179,36,081,054000
Census Tract 542; Queens County; New York,5439,0,80,0,104,8,51,0,0,0,112,59,166,36,081,054200
Census Tract 545; Queens County; New York,3438,0,0,0,49,16,20,0,0,40,14,37,22,36,081,054500
Census Tract 547; Queens County; New York,4680,0,13,26,81,12,0,0,0,23,0,17,0,36,081,054700
Census Tract 548; Queens County; New York,2424,0,0,0,71,57,15,0,5,42,51,39,0,36,081,054800
Census Tract 549; Queens County; New York,5723,0,0,23,14,0,34,0,0,48,31,20,41,36,081,054900
Census Tract 551; Queens County; New York,4419,0,0,33,180,26,16,0,0,11,100,42,105,36,081,055100
Census Tract 552; Queens County; New York,2745,0,34,0,28,10,12,0,0,56,129,117,58,36,081,055200
Census Tract 553; Queens County; New York,3125,0,0,32,9,0,0,0,0,56,7,15,0,36,081,055300
Census Tract 554; Queens County; New York,2683,0,0,0,116,1,47,0,0,13,16,25,51,36,081,055400
Census Tract 555; Queens County; New York,2387,0,7,12,29,1,0,0,0,12,25,45,26,36,081,055500
Census Tract 556; Queens County; New York,2233,0,11,11,15,34,11,0,0,0,79,21,9,36,081,055600
Census Tract 557; Queens County; New York,3767,0,0,38,0,17,25,0,0,0,0,47,14,36,081,055700
Census Tract 558; Queens County; New York,1587,0,0,5,45,17,11,0,6,34,107,10,19,36,081,055800
Census Tract 559; Queens County; New York,1106,0,0,0,0,19,0,0,0,60,0,16,7,36,081,055900
Census Tract 560; Queens County; New York,1668,0,0,8,21,9,36,0,0,0,20,10,64,36,081,056000
Census Tract 561; Queens County; New York,12,0,0,0,0,0,0,0,0,0,0,0,0,36,081,056100
Census Tract 562; Queens County; New York,1339,0,0,7,34,23,7,0,0,0,37,36,96,36,081,056200
Census Tract 564; Queens County; New York,1493,0,0,0,18,13,3,0,16,0,0,8,16,36,081,056400
Census Tract 565; Queens County; New York,1883,0,3,61,14,5,0,0,0,2,7,0,17,36,081,056500
Census Tract 566; Queens County; New York,1513,0,19,19,2,93,0,0,0,0,18,14,22,36,081,056600
Census Tract 567; Queens County; New York,4538,0,16,14,88,0,0,0,0,14,36,22,62,36,081,056700
Census Tract 568; Queens County; New York,4799,0,0,164,84,9,0,0,101,15,159,10,116,36,081,056800
Census Tract 577; Queens County; New York,4162,0,10,9,51,29,0,0,109,9,44,28,121,36,081,057700
Census Tract 579; Queens County; New York,1636,0,24,8,10,8,12,0,0,6,29,39,31,36,081,057900
Census Tract 580; Queens County; New York,4369,0,18,16,5,13,57,0,0,0,6,53,136,36,081,058000
Census Tract 581; Queens County; New York,2844,0,0,14,13,0,0,0,28,0,25,184,0,36,081,058100
Census Tract 582; Queens County; New York,5553,0,0,55,19,31,45,0,22,39,63,84,118,36,081,058200
Census Tract 583; Queens County; New York,3656,0,0,16,38,32,42,0,0,60,52,30,94,36,081,058300
Census Tract 585; Queens County; New York,4265,0,0,20,143,0,6,0,0,9,11,17,9,36,081,058500
Census Tract 587; Queens County; New York,3470,0,14,0,13,41,11,0,0,14,35,17,40,36,081,058700
Census Tract 589; Queens County; New York,5136,0,0,63,30,42,0,0,21,0,86,77,16,36,081,058900
Census Tract 590; Queens County; New York,1207,0,0,0,3,8,16,0,0,18,8,0,22,36,081,059000
Census Tract 591; Queens County; New York,4920,0,51,24,27,16,50,0,0,0,32,29,105,36,081,059100
Census Tract 592; Queens County; New York,1343,0,0,14,31,0,72,0,0,11,21,15,38,36,081,059200
Census Tract 593; Queens County; New York,4062,0,0,12,24,26,30,0,30,0,22,19,10,36,081,059300
Census Tract 594; Queens County; New York,1766,0,0,0,36,27,23,0,0,0,6,24,44,36,081,059400
Census Tract 595.01; Queens County; New York,1890,0,0,0,26,0,7,0,15,0,31,20,49,36,081,059501
Census Tract 595.02; Queens County; New York,2877,0,0,29,19,0,0,0,10,65,123,19,27,36,081,059502
Census Tract 596; Queens County; New York,1520,0,34,9,28,125,40,0,9,0,40,5,74,36,081,059600
Census Tract 598; Queens County; New York,1648,0,0,12,35,7,19,0,0,38,0,0,33,36,081,059800
Census Tract 599; Queens County; New York,1439,0,6,0,21,0,33,0,0,0,36,21,12,36,081,059900
Census Tract 600; Queens County; New York,1041,0,0,4,8,0,6,0,0,0,23,2,57,36,081,060000
Census Tract 601; Queens County; New York,2405,0,0,16,50,57,0,0,0,0,32,9,16,36,081,060100
Census Tract 603; Queens County; New York,1884,0,0,5,61,0,10,0,0,6,47,31,30,36,081,060300
Census Tract 606; Queens County; New York,1276,0,0,0,27,0,0,0,0,8,38,23,34,36,081,060600
Census Tract 607.01; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,060701
Census Tract 608; Queens County; New York,1473,0,59,20,18,7,0,0,0,0,65,0,15,36,081,060800
Census Tract 610; Queens County; New York,1239,0,0,14,24,7,23,0,0,0,36,0,99,36,081,061000
Census Tract 612; Queens County; New York,1994,0,53,6,89,0,46,0,0,19,50,56,34,36,081,061200
Census Tract 613.01; Queens County; New York,5096,0,0,36,120,23,8,0,13,89,143,29,67,36,081,061301
Census Tract 613.02; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,061302
Census Tract 614; Queens County; New York,1557,0,14,7,53,3,43,0,0,0,12,17,62,36,081,061400
Census Tract 616.01; Queens County; New York,2379,0,0,44,6,32,9,0,0,0,6,13,82,36,081,061601
Census Tract 616.02; Queens County; New York,1081,0,0,0,47,0,5,0,8,6,0,13,27,36,081,061602
Census Tract 618; Queens County; New York,1765,0,0,7,60,23,5,0,0,0,64,0,16,36,081,061800
Census Tract 619; Queens County; New York,3123,0,16,10,46,0,63,0,0,0,31,0,54,36,081,061900
Census Tract 620; Queens County; New York,1456,0,0,13,26,0,28,0,0,59,37,6,18,36,081,062000
Census Tract 621; Queens County; New York,3165,0,13,66,28,60,60,0,0,0,10,21,22,36,081,062100
Census Tract 622; Queens County; New York,2088,0,15,42,33,10,44,0,33,0,51,10,109,36,081,062200
Census Tract 623; Queens County; New York,2266,0,10,0,26,15,16,0,0,0,15,5,28,36,081,062300
Census Tract 624; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,062400
Census Tract 625; Queens County; New York,2545,0,4,48,10,9,7,0,16,25,11,5,33,36,081,062500
Census Tract 626; Queens County; New York,2932,0,0,44,42,6,15,0,9,22,72,11,92,36,081,062600
Census Tract 627; Queens County; New York,2899,0,0,47,5,30,43,26,0,50,28,38,48,36,081,062700
Census Tract 629; Queens County; New York,3250,0,0,0,0,198,24,0,37,0,13,28,34,36,081,062900
Census Tract 630; Queens County; New York,1720,0,0,9,91,24,34,0,0,0,48,0,37,36,081,063000
Census Tract 632; Queens County; New York,2462,0,25,15,23,7,18,0,8,0,43,16,109,36,081,063200
Census Tract 633.01; Queens County; New York,1607,0,18,0,9,16,16,0,0,0,9,16,11,36,081,063301
Census Tract 633.02; Queens County; New York,1963,0,0,0,16,1,0,0,34,0,0,0,158,36,081,063302
Census Tract 635; Queens County; New York,2606,0,19,0,46,37,20,0,0,27,25,17,43,36,081,063500
Census Tract 637; Queens County; New York,3542,0,0,0,8,34,0,0,14,9,136,32,33,36,081,063700
Census Tract 638; Queens County; New York,3404,0,0,37,81,78,1,0,0,68,0,107,68,36,081,063800
Census Tract 639; Queens County; New York,3189,0,0,1,52,7,59,0,0,60,96,156,96,36,081,063900
Census Tract 641.01; Queens County; New York,2392,0,0,0,35,13,24,0,0,0,17,39,87,36,081,064101
Census Tract 641.02; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,064102
Census Tract 645; Queens County; New York,1860,0,0,29,38,10,28,0,0,31,29,15,24,36,081,064500
Census Tract 646; Queens County; New York,3247,0,12,33,40,57,33,0,0,17,37,30,143,36,081,064600
Census Tract 650; Queens County; New York,2807,0,0,0,33,0,32,0,0,0,31,31,98,36,081,065000
Census Tract 654.01; Queens County; New York,3288,0,0,0,41,5,9,0,28,12,88,37,42,36,081,065401
Census Tract 654.02; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,065402
Census Tract 655.01; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,065501
Census Tract 656; Queens County; New York,4585,0,125,74,119,21,10,0,0,48,84,59,88,36,081,065600
Census Tract 657.02; Queens County; New York,1311,0,8,0,18,0,13,0,0,0,31,0,30,36,081,065702
Census Tract 657.03; Queens County; New York,3083,0,15,38,76,167,1,0,0,25,61,41,64,36,081,065703
Census Tract 659; Queens County; New York,1915,0,0,0,20,5,0,0,0,29,100,0,29,36,081,065900
Census Tract 660; Queens County; New York,3666,0,89,11,57,16,27,0,0,46,114,25,94,36,081,066000
Census Tract 661; Queens County; New York,1618,0,7,6,49,23,54,0,0,10,42,3,100,36,081,066100
Census Tract 663.01; Queens County; New York,2753,0,8,0,37,6,46,0,0,18,39,33,99,36,081,066301
Census Tract 663.02; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,066302
Census Tract 664.01; Queens County; New York,1690,0,17,0,48,0,8,0,0,33,0,14,9,36,081,066401
Census Tract 664.02; Queens County; New York,3482,0,0,9,0,65,0,0,0,51,47,0,58,36,081,066402
Census Tract 664.03; Queens County; New York,5857,0,17,44,95,48,53,0,0,75,26,20,96,36,081,066403
Census Tract 664.04; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,066404
Census Tract 665.01; Queens County; New York,4030,0,0,0,13,59,220,0,0,0,23,30,199,36,081,066501
Census Tract 667.01; Queens County; New York,2747,0,17,0,0,107,39,0,0,111,0,22,47,36,081,066701
Census Tract 669; Queens County; New York,1765,0,0,0,8,0,6,0,0,25,7,29,26,36,081,066900
Census Tract 671; Queens County; New York,2354,0,0,0,48,5,73,0,0,0,50,31,113,36,081,067100
Census Tract 677; Queens County; New York,1912,0,0,12,52,7,76,0,0,14,7,7,19,36,081,067700
Census Tract 679; Queens County; New York,3877,0,0,21,75,86,30,0,32,0,101,110,44,36,081,067900
Census Tract 680; Queens County; New York,5489,0,0,13,15,88,48,0,0,39,46,39,68,36,081,068000
Census Tract 682; Queens County; New York,1104,0,0,0,24,0,0,0,0,0,21,17,32,36,081,068200
Census Tract 683; Queens County; New York,3929,0,0,5,37,0,66,0,0,0,100,56,73,36,081,068300
Census Tract 687; Queens County; New York,4202,0,0,0,22,20,56,0,0,27,48,55,136,36,081,068700
Census Tract 690; Queens County; New York,4022,0,0,3,59,44,0,0,0,10,36,52,38,36,081,069000
Census Tract 693; Queens County; New York,3005,0,0,43,86,0,0,0,0,19,25,34,75,36,081,069300
Census Tract 694; Queens County; New York,4046,0,0,25,22,58,0,0,0,0,43,37,135,36,081,069400
Census Tract 695; Queens County; New York,2349,0,0,26,29,28,12,0,0,0,22,74,65,36,081,069500
Census Tract 697.01; Queens County; New York,4320,0,0,0,90,15,46,0,16,27,49,36,133,36,081,069701
Census Tract 697.02; Queens County; New York,4264,13,34,17,27,69,42,0,0,29,58,0,81,36,081,069702
Census Tract 703; Queens County; New York,2253,0,0,0,39,4,9,0,9,0,20,31,54,36,081,070300
Census Tract 707; Queens County; New York,2580,0,16,0,53,7,70,0,0,5,26,35,35,36,081,070700
Census Tract 709; Queens County; New York,2952,0,8,0,33,27,0,0,0,0,9,81,33,36,081,070900
Census Tract 711; Queens County; New York,5540,0,0,66,172,38,53,0,0,0,157,45,175,36,081,071100
Census Tract 713.03; Queens County; New York,5323,0,0,0,0,35,137,0,0,0,144,14,45,36,081,071303
Census Tract 713.04; Queens County; New York,6115,0,0,0,148,184,226,0,0,30,317,162,273,36,081,071304
Census Tract 713.05; Queens County; New York,5777,0,108,67,57,0,79,0,55,0,119,0,59,36,081,071305
Census Tract 713.06; Queens County; New York,6993,0,0,37,32,117,111,0,10,0,97,54,142,36,081,071306
Census Tract 716; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,071600
Census Tract 717.01; Queens County; New York,4786,0,0,18,111,87,173,0,0,0,48,78,286,36,081,071701
