NAME,B18101_001E,B18101_004E,B18101_007E,B18101_010E,B18101_013E,B18101_016E,B18101_019E,B18101_023E,B18101_026E,B18101_029E,B18101_032E,B18101_035E,B18101_038E,state,county,tract
Census Tract 551; Kings County; New York,6797,0,0,0,151,0,0,0,22,13,108,8,33,36,047,055100
Census Tract 552; Kings County; New York,3745,0,0,13,16,13,6,0,0,0,33,71,158,36,047,055200
Census Tract 553; Kings County; New York,3321,0,0,11,10,96,43,0,0,18,52,70,16,36,047,055300
Census Tract 554; Kings County; New York,4088,0,21,0,25,56,52,0,0,0,69,67,61,36,047,055400
Census Tract 555; Kings County; New York,9183,0,0,24,61,13,0,0,27,47,83,7,15,36,047,055500
Census Tract 556; Kings County; New York,3360,0,0,13,27,21,20,0,0,0,40,20,73,36,047,055600
Census Tract 557; Kings County; New York,1775,0,0,33,32,0,7,0,0,0,50,0,8,36,047,055700
Census Tract 558; Kings County; New York,2291,0,0,0,31,0,14,0,8,0,14,34,162,36,047,055800
Census Tract 560; Kings County; New York,3591,0,0,20,39,31,20,0,0,0,47,97,177,36,047,056000
Census Tract 561; Kings County; New York,3580,0,0,39,57,10,4,0,0,0,22,0,13,36,047,056100
Census Tract 562; Kings County; New York,1865,0,0,0,15,23,5,0,0,0,5,9,41,36,047,056200
Census Tract 563.01; Kings County; New York,4773,0,5,0,7,0,126,0,0,71,28,52,75,36,047,056301
Census Tract 563.02; Kings County; New York,2140,0,33,0,86,6,0,0,0,143,74,14,16,36,047,056302
Census Tract 564; Kings County; New York,2564,0,0,5,20,14,38,0,11,8,0,38,115,36,047,056400
Census Tract 565; Kings County; New York,3340,0,0,41,0,46,23,0,0,7,20,0,125,36,047,056500
Census Tract 566; Kings County; New York,2297,0,3,0,57,21,8,0,11,14,38,15,77,36,047,056600
Census Tract 568; Kings County; New York,1247,0,0,0,45,30,28,0,0,0,9,8,18,36,047,056800
Census Tract 569; Kings County; New York,1744,0,0,0,0,13,68,0,35,0,0,11,89,36,047,056900
Census Tract 570; Kings County; New York,3453,0,0,0,81,28,97,0,0,74,91,80,171,36,047,057000
Census Tract 571; Kings County; New York,4184,0,0,17,0,0,32,0,0,0,34,27,123,36,047,057100
Census Tract 572; Kings County; New York,5499,0,0,35,131,77,120,0,74,0,208,194,359,36,047,057200
Census Tract 573; Kings County; New York,2482,0,0,0,0,39,50,0,0,12,13,12,82,36,047,057300
Census Tract 574; Kings County; New York,2609,0,0,19,20,44,23,0,9,0,27,44,29,36,047,057400
Census Tract 575; Kings County; New York,4883,0,0,0,29,14,0,0,0,41,0,0,31,36,047,057500
Census Tract 576; Kings County; New York,2881,0,0,8,13,0,83,0,0,7,0,25,77,36,047,057600
Census Tract 578; Kings County; New York,2997,0,0,0,64,85,75,0,0,0,51,0,72,36,047,057800
Census Tract 579.01; Kings County; New York,1427,0,19,13,0,10,27,0,0,6,18,36,26,36,047,057901
Census Tract 579.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,057902
Census Tract 580; Kings County; New York,3466,0,10,23,97,105,51,0,0,21,37,92,63,36,047,058000
Census Tract 582; Kings County; New York,2435,0,0,0,0,0,36,0,0,26,103,1,28,36,047,058200
Census Tract 584; Kings County; New York,3546,0,0,0,50,0,65,0,10,6,20,9,78,36,047,058400
Census Tract 586; Kings County; New York,2284,0,0,4,34,12,30,0,0,0,26,12,82,36,047,058600
Census Tract 588; Kings County; New York,3639,0,0,14,132,11,28,0,0,8,12,186,108,36,047,058800
Census Tract 589.01; Kings County; New York,1876,0,0,6,53,20,24,0,9,6,23,0,19,36,047,058901
Census Tract 589.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,058902
Census Tract 590; Kings County; New York,2013,0,0,6,18,5,15,0,16,0,39,9,64,36,047,059000
Census Tract 591; Kings County; New York,3885,0,0,71,96,14,0,0,0,0,35,16,25,36,047,059100
Census Tract 592; Kings County; New York,3894,0,10,0,52,41,136,0,0,31,70,56,170,36,047,059200
Census Tract 593; Kings County; New York,2603,0,8,19,34,21,32,0,22,6,48,0,7,36,047,059300
Census Tract 594.02; Kings County; New York,5730,0,0,0,139,124,33,0,0,0,30,55,93,36,047,059402
Census Tract 594.03; Kings County; New York,2839,0,0,6,43,44,76,0,0,7,28,66,138,36,047,059403
Census Tract 594.04; Kings County; New York,4244,0,23,0,39,56,42,0,59,64,54,87,91,36,047,059404
Census Tract 596; Kings County; New York,2235,0,0,1,100,51,24,0,0,0,28,29,117,36,047,059600
Census Tract 598; Kings County; New York,3123,0,12,152,26,37,37,0,54,0,70,24,101,36,047,059800
Census Tract 600; Kings County; New York,6451,0,0,0,45,113,89,0,0,0,40,202,138,36,047,060000
Census Tract 606; Kings County; New York,2763,0,0,2,57,50,61,0,10,0,55,10,98,36,047,060600
Census Tract 608; Kings County; New York,3674,0,7,20,35,43,112,0,7,0,102,78,122,36,047,060800
Census Tract 610.02; Kings County; New York,5046,0,31,0,168,87,135,0,0,29,135,168,131,36,047,061002
Census Tract 610.03; Kings County; New York,2032,0,14,19,42,4,38,0,0,11,40,43,20,36,047,061003
Census Tract 610.04; Kings County; New York,5659,0,0,0,172,115,374,0,35,0,65,91,393,36,047,061004
Census Tract 612; Kings County; New York,1094,0,0,0,0,10,39,0,0,14,23,6,36,36,047,061200
Census Tract 616; Kings County; New York,1219,0,0,0,8,0,52,0,0,0,9,26,42,36,047,061600
Census Tract 620; Kings County; New York,1807,0,4,0,24,20,61,0,0,15,19,0,34,36,047,062000
Census Tract 622; Kings County; New York,2748,0,0,0,118,19,74,0,0,26,124,22,37,36,047,062200
Census Tract 626; Kings County; New York,3225,0,0,11,53,33,24,0,26,6,77,33,77,36,047,062600
Census Tract 628; Kings County; New York,4879,0,13,0,127,96,93,0,0,8,112,61,190,36,047,062800
Census Tract 632; Kings County; New York,1468,0,0,7,47,31,38,0,12,4,21,51,20,36,047,063200
Census Tract 636; Kings County; New York,1112,0,0,0,15,16,5,0,0,0,0,10,9,36,047,063600
Census Tract 638; Kings County; New York,1851,0,0,2,28,0,15,0,0,18,25,18,25,36,047,063800
Census Tract 640; Kings County; New York,1567,0,0,0,5,9,10,0,0,6,0,9,27,36,047,064000
Census Tract 642; Kings County; New York,2595,0,0,0,51,85,11,0,0,0,9,37,82,36,047,064200
Census Tract 644; Kings County; New York,2426,0,0,11,21,68,36,0,0,0,62,0,0,36,047,064400
Census Tract 646; Kings County; New York,2187,0,4,3,53,24,3,0,18,0,15,13,23,36,047,064600
Census Tract 648; Kings County; New York,1933,0,0,7,16,19,43,0,0,0,72,44,47,36,047,064800
Census Tract 650; Kings County; New York,1312,0,0,19,115,38,5,0,0,7,52,35,66,36,047,065000
Census Tract 652; Kings County; New York,1180,0,0,0,61,29,39,0,0,0,49,0,33,36,047,065200
Census Tract 654; Kings County; New York,1752,0,0,0,23,7,177,0,0,0,25,17,23,36,047,065400
Census Tract 656; Kings County; New York,1844,0,28,34,30,10,37,0,0,0,22,3,21,36,047,065600
Census Tract 658; Kings County; New York,1792,0,8,0,5,22,32,0,4,2,69,16,37,36,047,065800
Census Tract 660; Kings County; New York,1912,0,0,21,19,31,6,0,0,0,15,6,34,36,047,066000
Census Tract 662; Kings County; New York,1144,0,0,0,43,12,0,0,0,6,30,7,58,36,047,066200
Census Tract 666; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,066600
Census Tract 670; Kings County; New York,2598,0,0,17,180,65,11,0,0,20,78,0,51,36,047,067000
Census Tract 672; Kings County; New York,1559,0,0,0,13,17,15,0,0,0,22,13,25,36,047,067200
Census Tract 674; Kings County; New York,1910,0,0,3,45,58,23,0,0,0,55,32,74,36,047,067400
Census Tract 676; Kings County; New York,1795,0,0,3,17,11,14,0,0,0,41,29,21,36,047,067600
Census Tract 678; Kings County; New York,2675,0,0,0,142,72,8,0,0,0,47,53,99,36,047,067800
Census Tract 680; Kings County; New York,1907,0,0,0,42,16,11,0,23,0,0,5,17,36,047,068000
Census Tract 682; Kings County; New York,2844,0,20,1,30,19,56,0,0,35,96,30,4,36,047,068200
Census Tract 686; Kings County; New York,1724,0,0,39,43,8,5,0,0,37,0,43,30,36,047,068600
Census Tract 688; Kings County; New York,1628,0,0,0,8,53,23,0,16,10,15,113,9,36,047,068800
Census Tract 690; Kings County; New York,1722,0,0,12,87,6,21,0,0,0,7,0,36,36,047,069000
Census Tract 692; Kings County; New York,2288,0,26,28,16,76,17,0,13,26,52,11,57,36,047,069200
Census Tract 696.01; Kings County; New York,3406,0,15,23,133,37,21,0,0,24,59,38,62,36,047,069601
Census Tract 696.02; Kings County; New York,5628,0,74,14,17,39,57,0,0,0,83,64,162,36,047,069602
Census Tract 698; Kings County; New York,1405,0,21,0,24,46,11,0,8,0,19,0,15,36,047,069800
Census Tract 700; Kings County; New York,1402,0,0,11,32,10,17,0,0,2,17,40,40,36,047,070000
Census Tract 702.01; Kings County; New York,6804,0,0,0,152,3,332,0,0,26,72,30,207,36,047,070201
Census Tract 702.02; Kings County; New York,13,0,0,0,0,0,0,0,0,0,0,0,0,36,047,070202
Census Tract 702.03; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,070203
Census Tract 706.01; Kings County; New York,2584,0,0,17,30,6,91,0,0,0,32,31,71,36,047,070601
Census Tract 706.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,070602
Census Tract 720; Kings County; New York,1938,0,13,0,16,48,59,0,0,2,76,11,11,36,047,072000
Census Tract 722; Kings County; New York,2159,0,0,2,7,39,9,0,7,0,34,30,73,36,047,072200
Census Tract 724; Kings County; New York,1694,0,0,18,22,25,18,0,0,0,23,40,60,36,047,072400
Census Tract 726; Kings County; New York,2647,0,28,9,40,42,32,0,21,0,119,12,21,36,047,072600
Census Tract 728; Kings County; New York,3594,0,9,0,19,15,12,0,10,0,44,72,93,36,047,072800
Census Tract 730; Kings County; New York,2449,0,9,10,3,27,0,6,0,1,26,23,62,36,047,073000
Census Tract 732; Kings County; New York,1927,0,0,8,24,14,6,0,0,0,23,0,19,36,047,073200
Census Tract 734; Kings County; New York,1479,0,0,10,38,23,23,0,0,0,26,31,98,36,047,073400
Census Tract 736; Kings County; New York,2807,0,0,15,81,47,4,0,0,23,63,9,32,36,047,073600
Census Tract 738; Kings County; New York,3464,0,0,2,125,26,21,0,38,0,59,124,92,36,047,073800
Census Tract 740; Kings County; New York,3816,0,0,55,240,20,17,0,58,0,42,14,16,36,047,074000
Census Tract 742; Kings County; New York,2799,0,11,19,24,50,44,0,0,2,89,43,73,36,047,074200
Census Tract 744; Kings County; New York,3068,0,52,0,45,15,18,0,0,0,73,13,52,36,047,074400
Census Tract 746; Kings County; New York,2143,0,0,5,31,29,14,0,0,15,61,30,11,36,047,074600
Census Tract 748; Kings County; New York,1595,0,0,7,11,23,16,0,0,44,25,0,27,36,047,074800
Census Tract 750; Kings County; New York,2842,0,11,18,63,61,45,0,0,12,0,9,36,36,047,075000
Census Tract 752; Kings County; New York,1151,0,0,0,0,8,8,0,0,0,8,0,0,36,047,075200
Census Tract 754; Kings County; New York,1284,0,33,70,15,9,62,0,0,10,0,0,10,36,047,075400
Census Tract 756; Kings County; New York,1949,0,0,0,23,28,0,0,6,8,15,43,0,36,047,075600
Census Tract 758; Kings County; New York,1460,0,0,0,15,13,20,0,9,39,29,73,153,36,047,075800
Census Tract 760; Kings County; New York,3092,0,0,0,25,38,66,0,23,0,70,45,49,36,047,076000
Census Tract 762; Kings County; New York,4114,0,0,12,50,31,3,0,27,18,71,80,69,36,047,076200
Census Tract 764; Kings County; New York,4189,0,0,31,80,36,16,0,0,19,78,63,52,36,047,076400
Census Tract 766; Kings County; New York,2114,0,0,1,64,18,19,0,0,44,49,41,57,36,047,076600
Census Tract 768; Kings County; New York,3995,0,8,0,66,68,97,0,0,14,17,69,43,36,047,076800
Census Tract 770; Kings County; New York,2726,0,0,0,37,0,0,0,0,36,210,0,59,36,047,077000
Census Tract 772; Kings County; New York,3238,0,0,0,39,88,0,0,0,22,183,142,81,36,047,077200
Census Tract 774; Kings County; New York,3106,0,22,89,23,29,2,0,0,32,0,42,23,36,047,077400
Census Tract 776; Kings County; New York,3438,0,10,0,3,26,199,0,0,16,31,100,211,36,047,077600
Census Tract 780; Kings County; New York,2211,0,0,38,38,0,8,0,31,0,39,69,37,36,047,078000
Census Tract 782; Kings County; New York,4196,0,23,8,113,50,80,0,0,14,147,91,77,36,047,078200
Census Tract 784; Kings County; New York,2334,0,0,7,68,3,5,0,0,16,22,0,33,36,047,078400
Census Tract 786.01; Kings County; New York,2182,0,0,80,26,26,0,0,0,0,64,66,56,36,047,078601
Census Tract 786.02; Kings County; New York,2225,0,24,23,32,0,33,0,13,54,74,0,17,36,047,078602
Census Tract 788.01; Kings County; New York,1862,0,13,11,158,11,0,0,13,31,20,12,0,36,047,078801
Census Tract 788.02; Kings County; New York,1870,0,0,5,21,0,14,0,0,47,2,13,31,36,047,078802
Census Tract 790.01; Kings County; New York,1841,0,0,8,10,12,28,0,0,0,37,8,14,36,047,079001
Census Tract 790.02; Kings County; New York,3148,0,50,0,61,0,0,0,38,14,44,59,37,36,047,079002
Census Tract 792.01; Kings County; New York,1418,0,0,0,0,2,0,0,0,7,156,0,6,36,047,079201
Census Tract 792.02; Kings County; New York,2447,0,53,0,73,12,26,0,0,18,17,15,83,36,047,079202
Census Tract 794; Kings County; New York,2385,0,0,7,24,0,19,0,0,34,28,16,27,36,047,079400
Census Tract 796.01; Kings County; New York,3526,0,0,107,51,77,22,0,35,0,90,17,112,36,047,079601
Census Tract 796.02; Kings County; New York,6012,0,48,41,0,33,0,0,0,26,62,14,47,36,047,079602
Census Tract 798.01; Kings County; New York,3245,0,0,20,14,14,62,0,0,0,53,72,25,36,047,079801
Census Tract 798.02; Kings County; New York,5013,0,0,103,176,28,79,0,0,0,113,112,67,36,047,079802
Census Tract 800; Kings County; New York,3386,0,29,0,0,15,43,0,0,16,107,27,12,36,047,080000
Census Tract 802; Kings County; New York,4088,0,0,0,36,30,71,0,0,8,49,97,117,36,047,080200
Census Tract 804; Kings County; New York,2893,0,0,9,40,43,33,0,0,12,63,0,95,36,047,080400
Census Tract 806; Kings County; New York,3647,0,0,0,52,26,0,0,0,0,89,27,64,36,047,080600
Census Tract 808; Kings County; New York,1313,0,18,0,111,13,34,0,0,14,82,27,57,36,047,080800
Census Tract 810; Kings County; New York,2063,0,0,0,15,53,29,0,0,16,11,27,56,36,047,081000
Census Tract 814; Kings County; New York,2628,0,12,0,39,34,109,0,0,0,59,65,109,36,047,081400
Census Tract 816; Kings County; New York,2988,0,19,9,55,33,24,0,5,62,59,68,67,36,047,081600
Census Tract 818; Kings County; New York,4556,0,85,0,78,32,0,0,85,34,165,54,45,36,047,081800
Census Tract 820; Kings County; New York,4825,0,0,23,99,0,52,0,0,13,110,37,102,36,047,082000
Census Tract 822; Kings County; New York,7539,0,0,97,110,69,78,0,17,0,190,56,93,36,047,082200
Census Tract 824; Kings County; New York,5828,0,27,14,66,32,23,0,0,27,85,71,44,36,047,082400
Census Tract 826; Kings County; New York,4607,0,43,18,38,81,0,0,0,14,49,88,65,36,047,082600
Census Tract 828; Kings County; New York,3750,0,17,16,5,17,5,0,0,0,78,52,26,36,047,082800
Census Tract 830; Kings County; New York,6040,0,118,31,69,65,9,0,60,0,195,62,114,36,047,083000
Census Tract 832; Kings County; New York,2223,0,18,0,16,12,14,5,0,6,6,83,44,36,047,083200
Census Tract 834; Kings County; New York,1567,0,0,13,5,4,20,0,6,13,0,5,24,36,047,083400
Census Tract 836; Kings County; New York,1876,0,0,0,10,12,3,11,0,31,8,26,33,36,047,083600
Census Tract 838; Kings County; New York,1802,0,0,8,64,29,44,0,0,20,29,2,72,36,047,083800
Census Tract 840; Kings County; New York,2378,0,10,23,18,86,73,0,0,31,58,15,59,36,047,084000
Census Tract 846; Kings County; New York,1991,0,24,2,35,13,41,0,0,0,28,47,72,36,047,084600
Census Tract 848; Kings County; New York,1505,0,0,3,0,76,16,0,0,37,53,16,20,36,047,084800
Census Tract 850; Kings County; New York,1486,0,0,10,9,7,28,0,0,23,62,12,50,36,047,085000
Census Tract 852; Kings County; New York,22,0,0,0,0,0,0,0,0,0,0,0,0,36,047,085200
Census Tract 854; Kings County; New York,2147,0,6,8,13,7,123,0,0,6,17,0,107,36,047,085400
Census Tract 856; Kings County; New York,3458,0,34,28,35,15,0,0,0,42,28,12,89,36,047,085600
Census Tract 858; Kings County; New York,1813,0,0,15,20,33,80,16,8,0,9,30,63,36,047,085800
Census Tract 860; Kings County; New York,2707,0,0,31,0,34,14,0,15,0,103,85,38,36,047,086000
Census Tract 862; Kings County; New York,2897,0,31,22,58,43,0,0,0,0,0,18,129,36,047,086200
Census Tract 864; Kings County; New York,2207,0,16,1,29,33,6,0,0,21,84,76,66,36,047,086400
Census Tract 866; Kings County; New York,3252,0,26,16,0,0,39,0,14,0,103,84,112,36,047,086600
Census Tract 868; Kings County; New York,3091,0,0,0,0,33,34,0,0,0,44,11,48,36,047,086800
Census Tract 870; Kings County; New York,3132,0,0,0,28,0,27,0,0,8,33,25,129,36,047,087000
Census Tract 872; Kings County; New York,3149,0,0,26,68,0,20,0,0,0,55,45,62,36,047,087200
Census Tract 874.01; Kings County; New York,3069,0,0,30,97,30,81,0,0,0,84,115,112,36,047,087401
Census Tract 876; Kings County; New York,1917,0,0,35,41,13,17,0,0,25,65,13,89,36,047,087600
Census Tract 878; Kings County; New York,2235,0,7,0,2,10,0,0,7,0,57,142,43,36,047,087800
Census Tract 880.01; Kings County; New York,1881,0,22,0,77,47,0,0,0,65,43,8,105,36,047,088001
Census Tract 880.02; Kings County; New York,1166,0,0,0,7,17,2,0,0,26,7,0,0,36,047,088002
Census Tract 882; Kings County; New York,7031,0,193,3,154,13,12,0,0,20,221,151,139,36,047,088200
Census Tract 884; Kings County; New York,5493,0,16,0,30,67,39,0,0,46,121,111,0,36,047,088400
Census Tract 886; Kings County; New York,3997,0,59,0,58,46,78,0,0,0,59,64,86,36,047,088600
Census Tract 888; Kings County; New York,4118,0,0,0,73,0,0,0,0,0,54,31,55,36,047,088800
Census Tract 890; Kings County; New York,6288,0,0,0,268,20,26,0,0,53,185,42,132,36,047,089000
Census Tract 892; Kings County; New York,3642,0,26,15,173,15,185,0,0,0,417,122,58,36,047,089200
Census Tract 894; Kings County; New York,3717,0,34,0,65,43,0,0,0,7,162,52,150,36,047,089400
Census Tract 896; Kings County; New York,3660,0,47,65,306,0,24,0,45,0,164,78,8,36,047,089600
Census Tract 898; Kings County; New York,2260,0,0,0,10,25,0,0,0,0,35,25,23,36,047,089800
Census Tract 900; Kings County; New York,4556,0,0,75,133,59,28,0,0,0,253,77,23,36,047,090000
Census Tract 902; Kings County; New York,3886,0,80,38,84,66,12,0,27,39,126,0,71,36,047,090200
Census Tract 906; Kings County; New York,4404,0,29,122,167,27,34,0,0,22,249,52,96,36,047,090600
Census Tract 908; Kings County; New York,6456,0,23,143,71,13,0,0,66,17,319,158,0,36,047,090800
Census Tract 910; Kings County; New York,5939,0,117,0,338,229,27,0,34,0,318,90,362,36,047,091000
Census Tract 912; Kings County; New York,6710,0,0,214,105,14,0,0,62,80,637,169,277,36,047,091200
Census Tract 916; Kings County; New York,4650,0,23,46,72,72,27,0,0,216,287,51,142,36,047,091600
Census Tract 918; Kings County; New York,2526,0,0,0,75,23,59,0,43,0,216,55,8,36,047,091800
Census Tract 920; Kings County; New York,2850,0,0,0,29,53,0,0,0,0,40,38,87,36,047,092000
Census Tract 922; Kings County; New York,2990,0,16,0,0,8,84,0,0,120,45,61,81,36,047,092200
Census Tract 924; Kings County; New York,2981,0,38,0,156,0,42,0,0,10,55,24,57,36,047,092400
Census Tract 928; Kings County; New York,2401,0,0,16,50,0,14,0,0,22,24,28,85,36,047,092800
Census Tract 930; Kings County; New York,3011,0,16,0,49,9,7,0,5,0,30,30,92,36,047,093000
Census Tract 932; Kings County; New York,1508,0,0,11,72,9,10,0,0,0,27,16,65,36,047,093200
Census Tract 934; Kings County; New York,2430,0,0,22,20,0,37,0,0,0,38,25,54,36,047,093400
Census Tract 936; Kings County; New York,1565,0,7,14,32,0,16,0,0,4,61,18,67,36,047,093600
Census Tract 938; Kings County; New York,2511,0,0,28,82,0,16,0,0,0,30,9,94,36,047,093800
Census Tract 944.01; Kings County; New York,3056,0,0,0,84,10,58,0,0,0,106,54,84,36,047,094401
Census Tract 944.02; Kings County; New York,3122,0,0,36,14,0,21,0,48,60,213,26,48,36,047,094402
Census Tract 946; Kings County; New York,1985,0,0,2,1,15,46,0,0,0,2,25,5,36,047,094600
Census Tract 950; Kings County; New York,2592,0,15,0,12,50,84,0,0,7,50,40,77,36,047,095000
Census Tract 954; Kings County; New York,4167,0,48,61,29,14,88,0,0,0,50,11,144,36,047,095400
Census Tract 956; Kings County; New York,4054,0,0,0,16,12,27,0,0,0,26,57,31,36,047,095600
Census Tract 958; Kings County; New York,2987,0,0,0,12,6,30,0,0,46,40,5,31,36,047,095800
Census Tract 960; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,096000
